order_id,customer_id,order_date,delivery_time_min,status,total_amount_xaf,city,quartier,courier_id,order_hour,order_day_of_week,total_amount_xaf_clean,ecart_montant,is_problematic,month
103085,CUST11447,2023-08-01 00:00:00,184.5,late,13836.0,Yaounde,Nlongkak,2,14,Tuesday,28041.0,-14205.0,True,2023-08-01
103086,CUST11111,2025-03-05 00:00:00,33.5,delivered,17050.0,Douala,Makepe,30,10,Wednesday,34824.0,-17774.0,False,2025-03-01
103087,CUST10009,2024-09-20 17:45:00,40.1,delivered,33593.0,Bafoussam,Bamougoum,6,17,Friday,54477.0,-20884.0,False,2024-09-01
103088,CUST10639,2024-04-10 09:29:00,32.0,delivered,80000.0,Douala,Makepe,32,9,Wednesday,16298.0,63702.0,False,2024-04-01
103089,CUST10039,2024-10-22 20:56:00,25.5,cancelled,4598.0,Yaounde,Biyem-Assi,14,20,Tuesday,748.0,3850.0,True,2024-10-01
103090,CUST10076,2023-12-01 20:36:00,45.7,late,10012.0,Bafoussam,Lekie,30,20,Friday,91396.0,-81384.0,True,2023-12-01
103091,CUST11491,2024-08-16 19:48:00,81.8,delivered,62011.0,Yaounde,Omnisport,9,19,Friday,15409.0,46602.0,False,2024-08-01
103092,CUST17230,2023-07-05 00:00:00,71.2,delivered,25275.0,Douala,Ndog-Bong,19,17,Wednesday,958.0,24317.0,False,2023-07-01
103093,CUST10336,2023-10-03 15:17:00,45.7,delivered,7206.0,Bafoussam,Baham-Route,45,15,Tuesday,32383.0,-25177.0,False,2023-10-01
103094,CUST17358,2025-11-02 16:04:00,29.2,cancelled,3421.0,Douala,PK12,30,16,Tuesday,14154.0,-10733.0,True,2025-11-01
103095,CUST11960,2023-03-12 20:06:00,45.7,delivered,10754.0,Douala,Bali,21,20,Sunday,2537.0,8217.0,False,2023-03-01
103096,CUST10807,2023-06-26 19:48:00,48.4,delivered,175168.0,Douala,Mboppi,37,19,Monday,24398.0,150770.0,False,2023-06-01
103097,CUST10297,2025-02-23 15:23:00,45.1,delivered,10553.0,Yaounde,Obili,3,15,Sunday,6212.0,4341.0,False,2025-02-01
103098,CUST17267,2022-03-04 17:41:00,88.3,delivered,9575.0,Douala,Logbessou,12,17,Friday,35207.0,-25632.0,False,2022-03-01
103099,CUST17349,2024-08-09 10:20:00,30.8,delivered,9582.0,Bafoussam,Baham-Route,16,10,Sunday,273.0,9309.0,False,2024-08-01
103100,CUST17378,2022-11-10 20:08:00,43.8,delivered,4390.0,Yaounde,Nkomo,18,20,Thursday,21910.0,-17520.0,False,2022-11-01
103101,CUST17132,2025-09-02 17:14:00,57.5,delivered,7495.0,Bafoussam,Ndiengdam,39,17,Sunday,12352.0,-4857.0,False,2025-09-01
103102,CUST11616,2023-07-20 00:00:00,28.8,delivered,466793.0,Douala,Bali,46,12,Thursday,14456.0,452337.0,False,2023-07-01
103103,CUST12038,2024-03-19 00:00:00,23.1,cancelled,10897.0,Douala,Ndog-Bong,44,8,Tuesday,3595.0,7302.0,True,2024-03-01
103104,CUST10478,2022-08-29 16:42:00,45.7,cancelled,8037.0,Douala,Bonanjo,32,16,Monday,8247.0,-210.0,True,2022-08-01
103105,CUST10666,2023-08-15 11:23:00,34.6,delivered,,Douala,Village,20,11,Tuesday,13452.0,,False,2023-08-01
103106,CUST10834,2024-12-30 12:45:00,45.7,cancelled,75000.0,Yaounde,Nkol-Eton,41,12,Monday,10919.0,64081.0,True,2024-12-01
103107,CUST11984,2024-01-30 14:57:00,39.9,delivered,,Bafoussam,Centre Ville,38,14,Tuesday,10307.0,,False,2024-01-01
103108,CUST11565,2025-02-12 00:00:00,38.6,delivered,15776.0,Yaounde,Essos,47,10,Wednesday,4855.0,10921.0,False,2025-02-01
103109,CUST10018,2024-12-06 17:43:00,142.8,late,80000.0,Bafoussam,Lekie,34,17,Friday,39703.0,40297.0,True,2024-12-01
103110,CUST12013,2024-09-15 11:14:00,103.0,late,42590.0,Douala,Bonapriso,41,11,Sunday,65614.0,-23024.0,True,2024-09-01
103111,CUST11395,2024-05-11 08:11:00,60.0,delivered,23326.0,Yaounde,Madagascar,30,8,Saturday,826.0,22500.0,False,2024-05-01
103112,CUST11638,2024-11-18 23:44:00,47.7,delivered,5101.0,Douala,Yassa,47,23,Monday,23375.0,-18274.0,False,2024-11-01
103113,CUST10432,2023-09-06 17:10:00,102.9,delivered,3245.0,Yaounde,Omnisport,25,17,Wednesday,34195.0,-30950.0,False,2023-09-01
103114,CUST11582,2025-01-18 20:40:00,35.7,delivered,8039.0,Yaounde,Essos,19,20,Saturday,19296.0,-11257.0,False,2025-01-01
103115,CUST10558,2024-01-29 13:43:00,182.6,late,60081.0,Yaounde,Messa,15,13,Monday,20114.0,39967.0,True,2024-01-01
103116,CUST10475,2025-02-23 18:29:00,27.1,delivered,11287.0,Bafoussam,Djeleng,27,18,Sunday,234.0,11053.0,False,2025-02-01
103117,CUST10177,2024-12-30 00:00:00,45.7,late,91134.0,Bafoussam,Lekie,37,21,Monday,78656.0,12478.0,True,2024-12-01
103118,CUST90594,2025-02-06 17:14:00,45.7,in_progress,31014.0,Douala,Bepanda,45,17,Thursday,39616.0,-8602.0,False,2025-02-01
103119,CUST10267,2024-03-29 19:24:00,312.6,late,8057.0,Douala,Bonabéri,9,19,Friday,40043.0,-31986.0,True,2024-03-01
103120,CUST90653,2024-08-08 23:01:00,45.7,delivered,50124.0,Douala,Bonamoussadi,22,23,Thursday,242.0,49882.0,False,2024-08-01
103121,CUST11838,2022-08-22 08:39:00,13.3,cancelled,98744.0,Douala,Village,19,8,Monday,32440.0,66304.0,True,2022-08-01
103122,CUST11776,2022-11-10 07:57:00,51.9,delivered,18310.0,Douala,Village,19,7,Thursday,11904.0,6406.0,False,2022-11-01
103123,CUST11114,2025-01-25 10:46:00,45.7,in_progress,10443.0,Douala,Yassa,20,10,Saturday,15664.0,-5221.0,False,2025-01-01
103124,CUST10639,2025-01-13 19:38:00,28.9,cancelled,38026.0,Bafoussam,Centre Ville,11,19,Monday,142877.0,-104851.0,True,2025-01-01
103125,CUST10490,2022-09-20 19:00:00,56.6,delivered,4942.0,Yaounde,Nlongkak,34,19,Tuesday,23894.0,-18952.0,False,2022-09-01
103126,CUST10004,2024-01-24 17:31:00,45.6,delivered,3344.0,Yaounde,Mimboman,32,17,Wednesday,2742.0,602.0,False,2024-01-01
103127,CUST11788,2023-07-08 13:35:00,23.7,delivered,2685.0,Bafoussam,Tougang,22,13,Monday,13007.0,-10322.0,False,2023-07-01
103128,CUST10554,2024-09-20 15:38:00,41.1,delivered,174691.0,Douala,Bepanda,16,15,Friday,3832.0,170859.0,False,2024-09-01
103129,CUST11192,2023-11-10 18:58:00,172.2,late,12669.0,Douala,Ndog-Bong,24,18,Friday,22050.0,-9381.0,True,2023-11-01
103130,CUST10953,2024-01-18 00:00:00,50.6,delivered,20535.0,Douala,Akwa,3,11,Thursday,47294.0,-26759.0,False,2024-01-01
103131,CUST17374,2024-10-29 21:51:00,45.7,late,28783.0,Douala,Bonanjo,38,21,Tuesday,557.0,28226.0,True,2024-10-01
103132,CUST10612,2024-11-25 00:00:00,45.7,late,,Yaounde,Jouvence,44,13,Monday,11593.0,,True,2024-11-01
103133,CUST10237,2022-05-03 11:23:00,37.3,delivered,7863.0,Douala,Nyalla,37,11,Tuesday,4864.0,2999.0,False,2022-05-01
103134,CUST11100,2025-01-02 21:58:00,167.1,late,12161.0,Yaounde,Santa Barbara,11,21,Thursday,33089.0,-20928.0,True,2025-01-01
103135,CUST11778,2022-10-27 12:32:00,45.7,delivered,29106.0,Douala,Beedi,6,12,Thursday,25633.0,3473.0,False,2022-10-01
103136,CUST17242,2022-12-08 09:13:00,182.0,late,60036.0,Yaounde,Obili,44,9,Thursday,11095.0,48941.0,True,2022-12-01
103137,CUST10036,2024-01-27 00:00:00,53.8,delivered,22491.0,Douala,Ngodi-Bakoko,10,7,Saturday,1625.0,20866.0,False,2024-01-01
103138,CUST11800,2024-09-21 00:00:00,90.8,delivered,3799.0,Douala,Bonanjo,7,7,Saturday,16386.0,-12587.0,False,2024-09-01
103139,CUST10928,2023-11-11 00:00:00,105.5,late,10600.0,Yaounde,Tsinga,8,21,Saturday,47482.0,-36882.0,True,2023-11-01
103140,CUST11449,2024-09-05 00:00:00,45.4,delivered,11530.0,Yaounde,Mokolo,41,18,Thursday,23420.0,-11890.0,False,2024-09-01
103141,CUST10120,2024-11-22 23:27:00,5.0,cancelled,25560.0,Douala,Village,7,23,Friday,130589.0,-105029.0,True,2024-11-01
103142,CUST11101,2024-12-15 00:00:00,37.3,delivered,3071.0,Douala,Cité des Palmiers,47,11,Sunday,29780.0,-26709.0,False,2024-12-01
103143,CUST17320,2024-02-15 07:35:00,254.4,late,6399.0,Bafoussam,Ndiengdam,43,7,Thursday,1452.0,4947.0,True,2024-02-01
103144,CUST17100,2022-09-19 00:00:00,65.9,delivered,6391.0,Douala,Cité des Palmiers,35,19,Monday,2080.0,4311.0,False,2022-09-01
103145,CUST10006,2024-01-27 02:18:00,45.7,delivered,33591.0,Yaounde,Etoudi,45,2,Saturday,12318.0,21273.0,False,2024-01-01
103146,CUST17144,2024-12-20 20:01:00,10.6,cancelled,45000.0,Yaounde,Nlongkak,29,20,Friday,283.0,44717.0,True,2024-12-01
103147,CUST90897,2023-02-26 10:12:00,45.7,late,-1214.0,Bafoussam,Pefura,35,10,Sunday,29025.0,-30239.0,True,2023-02-01
103148,CUST11474,2022-03-02 18:28:00,45.7,in_progress,75000.0,Bafoussam,Lekie,38,18,Wednesday,66643.0,8357.0,False,2022-03-01
103149,CUST10798,2025-02-02 17:04:00,67.2,delivered,8283.0,Yaounde,Jouvence,11,17,Sunday,6366.0,1917.0,False,2025-02-01
103150,CUST11599,2023-10-27 11:11:00,29.2,delivered,,Bafoussam,Famla,12,11,Friday,8334.0,,False,2023-10-01
103151,CUST10108,2025-10-01 22:52:00,45.7,late,3241.0,Douala,Yassa,45,22,Friday,52051.0,-48810.0,True,2025-10-01
103152,CUST10327,2023-08-31 12:33:00,5.0,cancelled,53406.0,Douala,Ndog-Bong,43,12,Thursday,14876.0,38530.0,True,2023-08-01
103153,CUST10569,2025-01-08 12:47:00,27.0,delivered,32025.0,Bafoussam,Mossap,11,12,Wednesday,6250.0,25775.0,False,2025-01-01
103154,CUST90863,2024-09-20 14:44:00,5.0,cancelled,5421.0,Douala,Yassa,11,14,Friday,12045.0,-6624.0,True,2024-09-01
103155,CUST11547,2024-12-12 14:20:00,45.7,in_progress,9277.0,Douala,Cité des Palmiers,10,14,Thursday,15524.0,-6247.0,False,2024-12-01
103156,CUST11609,2024-06-19 00:00:00,34.2,delivered,31510.0,Douala,Bonapriso,46,20,Wednesday,16402.0,15108.0,False,2024-06-01
103157,CUST10385,2023-05-10 14:58:00,15.0,cancelled,8763.0,Douala,PK8,21,14,Wednesday,16140.0,-7377.0,True,2023-05-01
103158,CUST11307,2024-02-07 14:35:00,34.9,delivered,2829.0,Douala,Kotto,33,14,Tuesday,2652.0,177.0,False,2024-02-01
103159,CUST10902,2022-06-24 10:12:00,13.2,cancelled,4168.0,Douala,Deido,41,10,Friday,41375.0,-37207.0,True,2022-06-01
103160,CUST11502,2025-02-05 02:26:00,43.0,delivered,8998.0,Douala,Deido,3,2,Wednesday,7112.0,1886.0,False,2025-02-01
103161,CUST17357,2025-02-24 01:25:00,104.0,late,44269.0,Douala,Kotto,47,1,Monday,30560.0,13709.0,True,2025-02-01
103162,CUST11144,2024-06-20 14:42:00,12.2,cancelled,167894.0,Douala,Ngodi-Bakoko,14,14,Thursday,19394.0,148500.0,True,2024-06-01
103163,CUST10404,2024-06-02 14:25:00,42.0,delivered,11715.0,Yaounde,Elig-Edzoa,32,14,Sunday,22623.0,-10908.0,False,2024-06-01
103164,CUST12054,2025-01-13 00:00:00,45.7,delivered,13218.0,Douala,Ndokotti,17,19,Monday,4520.0,8698.0,False,2025-01-01
103165,CUST10263,2024-01-10 14:53:00,26.8,delivered,10054.0,Douala,Bonabéri,14,14,Tuesday,15056.0,-5002.0,False,2024-01-01
103166,CUST11239,2024-03-24 22:40:00,31.2,delivered,176724.0,Douala,Cité des Palmiers,15,22,Sunday,19611.0,157113.0,False,2024-03-01
103167,CUST10831,2022-04-20 00:00:00,64.7,delivered,59797.0,Yaounde,Jouvence,45,18,Wednesday,10320.0,49477.0,False,2022-04-01
103168,CUST10192,2023-12-23 08:23:00,343.2,late,15000.0,Yaounde,Melen,1,8,Saturday,102987.0,-87987.0,True,2023-12-01
103169,CUST11489,2025-02-05 15:39:00,150.3,late,12434.0,Douala,Bali,20,15,Wednesday,2046.0,10388.0,True,2025-02-01
103170,CUST10111,2025-12-03 08:08:00,77.5,delivered,265746.0,Douala,Ndog-Bong,1,8,Wednesday,14024.0,251722.0,False,2025-12-01
103171,CUST10880,2024-04-08 14:36:00,21.3,cancelled,224592.0,Douala,Bonabéri,32,14,Monday,43303.0,181289.0,True,2024-04-01
103172,CUST11191,2023-12-21 20:30:00,45.7,cancelled,26411.0,Douala,Yassa,10,20,Thursday,200321.0,-173910.0,True,2023-12-01
103173,CUST10759,2023-11-17 18:51:00,42.1,delivered,73819.0,Yaounde,Santa Barbara,27,18,Friday,36542.0,37277.0,False,2023-11-01
103174,CUST17166,2022-03-21 21:16:00,45.7,delivered,23629.0,Bafoussam,Famla,29,21,Monday,18580.0,5049.0,False,2022-03-01
103175,CUST90489,2024-10-29 16:58:00,139.5,late,1118.0,Douala,Kotto,33,16,Tuesday,2097.0,-979.0,True,2024-10-01
103176,CUST17292,2024-12-28 20:56:00,27.2,delivered,19146.0,Bafoussam,Pefura,6,20,Saturday,2746.0,16400.0,False,2024-12-01
103177,CUST90070,2024-09-17 22:38:00,55.9,delivered,11682.0,Douala,Ndog-Bong,4,22,Tuesday,830.0,10852.0,False,2024-09-01
103178,CUST11023,2023-12-22 16:43:00,24.3,delivered,3970.0,Douala,Deido,35,16,Friday,58154.0,-54184.0,False,2023-12-01
103179,CUST10608,2024-02-20 12:12:00,159.9,late,344968.0,Yaounde,Tsinga,8,12,Tuesday,10786.0,334182.0,True,2024-02-01
103180,CUST10613,2024-06-09 18:01:00,202.2,late,60128.0,Yaounde,Elig-Edzoa,20,18,Sunday,39883.0,20245.0,True,2024-06-01
103181,CUST10801,2025-01-24 00:00:00,5.0,cancelled,15000.0,Douala,Ndokotti,9,12,Friday,10088.0,4912.0,True,2025-01-01
103182,CUST90608,2023-09-21 19:33:00,224.6,late,10432.0,Douala,PK12,41,19,Thursday,41265.0,-30833.0,True,2023-09-01
103183,CUST90158,2024-02-16 13:00:00,45.7,delivered,25000.0,Douala,Beedi,44,13,Friday,6612.0,18388.0,False,2024-02-01
103184,CUST11045,2023-11-29 21:55:00,45.7,in_progress,169308.0,Douala,Village,26,21,Wednesday,16031.0,153277.0,False,2023-11-01
103185,CUST10699,2024-11-21 09:21:00,5.0,cancelled,11526.0,Yaounde,Nlongkak,47,9,Thursday,5676.0,5850.0,True,2024-11-01
103186,CUST11194,2022-08-01 19:08:00,45.7,late,9214.0,Douala,Logbessou,26,19,Monday,41840.0,-32626.0,True,2022-08-01
103187,CUST10699,2023-10-29 12:39:00,45.7,delivered,14353.0,Bafoussam,Centre Ville,9,12,Sunday,13802.0,551.0,False,2023-10-01
103188,CUST11308,2024-12-17 21:30:00,44.6,delivered,5870.0,Douala,Bali,18,21,Tuesday,3162.0,2708.0,False,2024-12-01
103189,CUST11258,2023-01-10 18:07:00,68.7,delivered,24336.0,Douala,Ndokotti,22,18,Tuesday,132535.0,-108199.0,False,2023-01-01
103190,CUST10180,2025-03-12 08:20:00,45.7,delivered,19784.0,Douala,Mboppi,16,8,Wednesday,19710.0,74.0,False,2025-03-01
103191,CUST10129,2022-03-21 14:16:00,30.8,delivered,16447.0,Douala,Makepe,17,14,Monday,30095.0,-13648.0,False,2022-03-01
103192,CUST11528,2022-09-10 21:01:00,45.7,cancelled,27938.0,Douala,Kotto,27,21,Sunday,5414.0,22524.0,True,2022-09-01
103193,CUST10388,2023-09-16 00:00:00,41.3,delivered,20377.0,Douala,Makepe,47,14,Saturday,51326.0,-30949.0,False,2023-09-01
103194,CUST11693,2024-03-17 11:13:00,144.8,late,26825.0,Yaounde,Nkomo,24,11,Sunday,46888.0,-20063.0,True,2024-03-01
103195,CUST10494,2024-03-21 10:41:00,108.5,late,15842.0,Douala,Ngodi-Bakoko,6,10,Thursday,52903.0,-37061.0,True,2024-03-01
103196,CUST10262,2023-09-19 18:53:00,54.2,delivered,18000.0,Douala,Kotto,33,18,Tuesday,18215.0,-215.0,False,2023-09-01
103197,CUST11683,2025-01-07 15:22:00,110.5,late,8473.0,Douala,Bali,8,15,Tuesday,11226.0,-2753.0,True,2025-01-01
103198,CUST90833,2024-03-18 10:43:00,28.4,delivered,83650.0,Douala,Mboppi,33,10,Monday,265.0,83385.0,False,2024-03-01
103199,CUST10224,2022-01-03 13:45:00,86.1,late,38905.0,Douala,New-Bell,7,13,Tuesday,51944.0,-13039.0,True,2022-01-01
103200,CUST11634,2025-01-31 19:48:00,40.9,delivered,5712.0,Douala,Bonamoussadi,17,19,Friday,17960.0,-12248.0,False,2025-01-01
103201,CUST12016,2024-01-13 00:00:00,160.2,late,6216.0,Yaounde,Nkol-Eton,19,13,Saturday,9971.0,-3755.0,True,2024-01-01
103202,CUST11026,2023-01-05 00:00:00,45.7,in_progress,5106.0,Douala,Bonanjo,34,18,Thursday,7516.0,-2410.0,False,2023-01-01
103203,CUST11990,2022-05-30 08:55:00,227.2,late,4414.0,Yaounde,Briqueterie,36,8,Monday,9736.0,-5322.0,True,2022-05-01
103204,CUST11722,2024-05-03 16:18:00,38.2,delivered,22146.0,Yaounde,Essos,45,16,Friday,36010.0,-13864.0,False,2024-05-01
103205,CUST10086,2023-02-22 15:41:00,36.1,delivered,39981.0,Douala,Yassa,3,15,Wednesday,8036.0,31945.0,False,2023-02-01
103206,CUST10475,2025-01-16 11:57:00,47.4,delivered,12475.0,Douala,PK12,30,11,Thursday,3356.0,9119.0,False,2025-01-01
103207,CUST11354,2025-02-26 19:08:00,65.1,delivered,18166.0,Bafoussam,Fomekoua,4,19,Wednesday,4395.0,13771.0,False,2025-02-01
103208,CUST90273,2024-10-26 19:18:00,187.9,late,7979.0,Yaounde,Nkomo,14,19,Saturday,8614.0,-635.0,True,2024-10-01
103209,CUST11066,2024-05-28 19:25:00,72.9,delivered,8294.0,Douala,Ndokotti,2,19,Tuesday,8826.0,-532.0,False,2024-05-01
103210,CUST10228,2024-12-07 18:37:00,104.0,delivered,2038.0,Douala,Kotto,27,18,Friday,26526.0,-24488.0,False,2024-12-01
103211,CUST10518,2024-05-18 00:00:00,35.8,delivered,50065.0,Douala,Deido,47,18,Saturday,4221.0,45844.0,False,2024-05-01
103212,CUST11018,2024-11-18 00:00:00,45.7,late,34238.0,Bafoussam,Tougang,12,18,Monday,42826.0,-8588.0,True,2024-11-01
103213,CUST10587,2023-12-15 14:51:00,45.7,late,3161.0,Bafoussam,Bamendzi,35,14,Friday,13822.0,-10661.0,True,2023-12-01
103214,CUST10413,2022-10-22 18:43:00,49.1,delivered,18257.0,Douala,Bonapriso,7,18,Saturday,1500.0,16757.0,False,2022-10-01
103215,CUST10839,2024-05-13 08:12:00,43.2,delivered,45185.0,Douala,Bonabéri,18,8,Monday,10420.0,34765.0,False,2024-05-01
103216,CUST11886,2024-06-21 12:29:00,45.7,delivered,25000.0,Douala,Nyalla,5,12,Friday,3601.0,21399.0,False,2024-06-01
103217,CUST17352,2022-07-29 12:52:00,44.4,delivered,9586.0,Douala,Beedi,13,12,Friday,13290.0,-3704.0,False,2022-07-01
103218,CUST10198,2024-11-19 00:00:00,52.1,delivered,3848.0,Yaounde,Efoulan,31,23,Tuesday,11597.0,-7749.0,False,2024-11-01
103219,CUST10136,2022-01-19 09:13:00,164.4,late,39579.0,Yaounde,Efoulan,27,9,Wednesday,29535.0,10044.0,True,2022-01-01
103220,CUST10702,2025-03-08 00:00:00,67.0,delivered,500000.0,Bafoussam,Kamkop,18,18,Saturday,13170.0,486830.0,False,2025-03-01
103221,CUST11943,2024-08-19 17:26:00,74.3,delivered,22697.0,Yaounde,Biyem-Assi,32,17,Monday,13013.0,9684.0,False,2024-08-01
103222,CUST17226,2023-07-23 09:45:00,135.6,late,220526.0,Douala,Bonamoussadi,9,9,Sunday,1305.0,219221.0,True,2023-07-01
103223,CUST10621,2022-12-31 22:01:00,28.5,delivered,8819.0,Yaounde,Emana,9,22,Saturday,18192.0,-9373.0,False,2022-12-01
103224,CUST11998,2022-12-21 00:00:00,45.7,delivered,9037.0,Douala,Ndogpassi,25,17,Wednesday,2752.0,6285.0,False,2022-12-01
103225,CUST11574,2024-09-23 15:44:00,34.5,delivered,,Douala,Akwa,29,15,Monday,40008.0,,False,2024-09-01
103226,CUST90564,2025-01-30 12:43:00,39.4,delivered,12468.0,Bafoussam,Pefura,18,12,Thursday,259.0,12209.0,False,2025-01-01
103227,CUST11258,2024-11-25 00:00:00,31.6,delivered,7086.0,Douala,Bonapriso,41,9,Monday,46084.0,-38998.0,False,2024-11-01
103228,CUST10061,2022-08-10 20:02:00,30.5,delivered,26814.0,Bafoussam,Pefura,35,20,Wednesday,10425.0,16389.0,False,2022-08-01
103229,CUST10490,2025-02-17 19:50:00,54.9,delivered,63922.0,Douala,Bonapriso,17,19,Monday,5732.0,58190.0,False,2025-02-01
103230,CUST11851,2023-09-19 10:46:00,109.3,late,25000.0,Douala,New-Bell,2,10,Tuesday,4410.0,20590.0,True,2023-09-01
103231,CUST11974,2022-04-25 00:00:00,30.6,delivered,8673.0,Bafoussam,Bamougoum,32,10,Monday,112312.0,-103639.0,False,2022-04-01
103232,CUST10110,2023-09-04 20:13:00,37.5,delivered,8253.0,Yaounde,Nlongkak,47,20,Sunday,3869.0,4384.0,False,2023-09-01
103233,CUST10643,2024-03-03 17:12:00,79.4,delivered,73378.0,Douala,PK12,42,17,Sunday,10177.0,63201.0,False,2024-03-01
103234,CUST17324,2024-10-24 19:42:00,198.8,late,54758.0,Yaounde,Emana,11,19,Thursday,72706.0,-17948.0,True,2024-10-01
103235,CUST11748,2023-10-22 00:00:00,35.3,delivered,75000.0,Bafoussam,Pefura,15,14,Sunday,19694.0,55306.0,False,2023-10-01
103236,CUST10312,2024-09-22 01:21:00,42.7,delivered,63927.0,Douala,Village,27,1,Sunday,7934.0,55993.0,False,2024-09-01
103237,CUST11920,2022-05-02 12:56:00,44.2,delivered,8000.0,Douala,Bali,38,12,Monday,2698.0,5302.0,False,2022-05-01
103238,CUST10198,2024-09-04 12:29:00,34.4,delivered,12000.0,Douala,Bepanda,33,12,Tuesday,1037.0,10963.0,False,2024-09-01
103239,CUST10830,2024-11-22 16:39:00,9.5,cancelled,60428.0,Douala,Bepanda,44,16,Friday,26230.0,34198.0,True,2024-11-01
103240,CUST10734,2024-01-15 11:39:00,35.6,delivered,4806.0,Douala,Bonabéri,35,11,Monday,8660.0,-3854.0,False,2024-01-01
103241,CUST10853,2024-06-11 20:31:00,46.0,delivered,38208.0,Douala,Bonapriso,4,20,Tuesday,1482.0,36726.0,False,2024-06-01
103242,CUST10694,2022-10-18 04:02:00,83.2,late,42595.0,Douala,PK8,31,4,Tuesday,98400.0,-55805.0,True,2022-10-01
103243,CUST90747,2024-09-21 07:29:00,72.2,delivered,9240.0,Douala,Logbessou,21,7,Saturday,10660.0,-1420.0,False,2024-09-01
103244,CUST11561,2025-03-13 00:00:00,45.7,cancelled,27858.0,Douala,Mboppi,15,9,Thursday,723.0,27135.0,True,2025-03-01
103245,CUST11871,2024-09-28 17:16:00,100.4,delivered,65238.0,Yaounde,Nkol-Eton,16,17,Saturday,13730.0,51508.0,False,2024-09-01
103246,CUST11992,2025-05-03 00:00:00,37.1,delivered,2733.0,Douala,Beedi,44,14,Wednesday,30877.0,-28144.0,False,2025-05-01
103247,CUST11606,2022-11-30 11:23:00,88.5,late,6409.0,Douala,New-Bell,40,11,Wednesday,27259.0,-20850.0,True,2022-11-01
103248,CUST12045,2024-11-24 16:44:00,35.7,delivered,12271.0,Douala,Bepanda,6,16,Sunday,14033.0,-1762.0,False,2024-11-01
103249,CUST10855,2025-01-11 09:32:00,46.8,delivered,5614.0,Yaounde,Elig-Edzoa,2,9,Saturday,2294.0,3320.0,False,2025-01-01
103250,CUST10483,2024-05-19 14:03:00,167.2,late,120000.0,Yaounde,Nkomo,29,14,Sunday,28628.0,91372.0,True,2024-05-01
103251,CUST10834,2024-07-06 00:00:00,50.6,delivered,33523.0,Yaounde,Santa Barbara,45,12,Friday,98686.0,-65163.0,False,2024-07-01
103252,CUST11102,2024-01-02 00:00:00,31.8,delivered,-3159.0,Douala,Logbessou,26,22,Tuesday,9604.0,-12763.0,False,2024-01-01
103253,CUST11743,2025-01-29 12:38:00,45.4,delivered,12660.0,Douala,Cité des Palmiers,32,12,Wednesday,80833.0,-68173.0,False,2025-01-01
103254,CUST11485,2023-11-02 00:00:00,46.8,delivered,3021.0,Douala,Yassa,43,12,Thursday,67733.0,-64712.0,False,2023-11-01
103255,CUST11232,2023-06-13 09:06:00,48.2,delivered,,Yaounde,Tsinga,29,9,Tuesday,30477.0,,False,2023-06-01
103256,CUST10539,2024-05-31 16:56:00,52.8,delivered,55292.0,Yaounde,Jouvence,25,16,Friday,10783.0,44509.0,False,2024-05-01
103257,CUST17322,2024-04-11 12:35:00,5.3,cancelled,7066.0,Yaounde,Efoulan,42,12,Thursday,16165.0,-9099.0,True,2024-04-01
103258,CUST10000,2022-12-15 17:16:00,60.3,delivered,7131.0,Douala,Bonamoussadi,42,17,Thursday,3546.0,3585.0,False,2022-12-01
103259,CUST11821,2022-04-19 10:18:00,45.7,delivered,8134.0,Yaounde,Ngoa-Ekele,34,10,Tuesday,7147.0,987.0,False,2022-04-01
103260,CUST11242,2024-10-18 16:17:00,56.0,delivered,4201.0,Yaounde,Tsinga,17,16,Friday,2892.0,1309.0,False,2024-10-01
103261,CUST11744,2025-02-03 00:00:00,45.7,in_progress,57001.0,Douala,Ndogpassi,39,7,Monday,2561.0,54440.0,False,2025-02-01
103262,CUST11555,2023-01-12 00:00:00,36.9,delivered,15000.0,Bafoussam,Baham-Route,10,16,Friday,26626.0,-11626.0,False,2023-01-01
103263,CUST10145,2024-09-11 00:00:00,24.7,cancelled,4038.0,Douala,Nyalla,38,17,Wednesday,17391.0,-13353.0,True,2024-09-01
103264,CUST10748,2023-06-09 17:55:00,91.4,delivered,154887.0,Yaounde,Nkomo,41,17,Wednesday,26039.0,128848.0,False,2023-06-01
103265,CUST10263,2024-12-11 00:00:00,79.0,late,50000.0,Yaounde,Efoulan,41,10,Wednesday,1096.0,48904.0,True,2024-12-01
103266,CUST11985,2024-11-12 09:08:00,29.0,delivered,15000.0,Douala,PK12,34,9,Wednesday,1281.0,13719.0,False,2024-11-01
103267,CUST10760,2024-07-01 16:48:00,26.5,delivered,50000.0,Bafoussam,Famla,2,16,Sunday,6506.0,43494.0,False,2024-07-01
103268,CUST11474,2024-06-10 23:29:00,16.0,delivered,40738.0,Bafoussam,Pefura,31,23,Sunday,107880.0,-67142.0,False,2024-06-01
103269,CUST17196,2023-09-25 17:17:00,46.5,delivered,390020.0,Douala,PK12,34,17,Monday,17858.0,372162.0,False,2023-09-01
103270,CUST11874,2024-02-26 11:31:00,45.7,in_progress,73804.0,Yaounde,Jouvence,20,11,Monday,36928.0,36876.0,False,2024-02-01
103271,CUST11352,2025-02-25 09:18:00,45.7,cancelled,9193.0,Yaounde,Biyem-Assi,2,9,Tuesday,18675.0,-9482.0,True,2025-02-01
